Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
Textured_zigzag_3	True	136	136	136	True	False	False	False
Textures	True	15	19	15	True	False	False	False
Texture_idea	True	16	16	16	True	False	False	True
texture_panel	True	25	46	25	True	False	False	False
Thalia_Section_II_-_Begin_Chevron	True	248	562	248	True	False	False	False
Thalia_Section_I_-_Setup	True	69	191	69	True	False	False	False
Theme_and_variations	True	28	28	28	True	False	False	False
The_Basket_Rib_Stitch	False	6	6	6	True	False	False	False
The_Basket_Rib_Stitch_2	False	8	8	8	True	True	False	False
The_Bat	True	230	496	226	True	False	False	False
The_Beekeper&#x27;s_Bonnet	True	35	41	35	True	False	False	False
The_Bernat_Hat_Book,_Style_No__2166_-_101	True	78	324	74	True	False	False	False
The_Box_Stitch	True	12	16	12	True	False	False	False
The_Dagmar_Dress_bottom	True	48	136	48	True	False	False	False
The_Dagmar_Dress_slew	True	44	86	39	True	False	False	False
The_Deep_V_Rib	True	18	18	18	True	False	False	False
the_Eye	True	70	220	68	True	False	False	False
The_Fancy_Slip_Stitch_Rib_Pattern	True	8	10	8	True	False	False	False
The_Lark_in_the_Morning	True	69	108	66	True	False	False	False
The_Laurels	True	115	120	115	True	False	False	False
The_Linen_Stitch	True	4	4	4	True	False	False	True
the_test_thing	True	48	48	48	True	False	False	False
The_tiniest_swatch	True	9	23	9	True	False	False	False
The_Twisted_Rib_Stitch	False	6	6	6	True	False	False	False
The_Two_Color_Plaited_Basketweave_Stitch	True	13	19	13	True	False	False	False
The_Waterfall_Lace_Stitch	False	25	37	25	True	False	False	False
Third_short_row_Lozenge	True	38	257	38	True	False	False	False
Thisle_3_start	True	294	568	102	True	False	False	False
Thistles	False	32	32	32	True	False	False	False
Thistles_(rounds)	True	30	30	30	True	False	False	False
Thistles_2	True	32	32	32	True	False	False	False
Thistles_3	False	32	32	32	True	False	False	False
Thistle_1	True	454	2257	358	True	False	False	False
Thistle_3	True	179	2065	138	True	False	False	False
Thistle_4	True	99	1953	78	True	True	False	False
Thistle_5	True	105	2113	101	True	True	False	False
Thistle_6	True	117	2145	81	True	True	False	False
Thistle_7	True	355	1299	289	True	False	False	False
Thistle_Down_The_Wind_Chart_A	True	171	487	175	True	False	False	False
Thistle_Down_The_Wind_Chart_B	True	985	2987	873	True	False	False	False
Thistle_Leaf_Pattern	False	134	161	134	True	False	False	False
Thistle_Leaf_Pattern____simpler_instructions,_same	True	126	143	126	True	False	False	False
thistle_panel_b_single_3_copy_3_a	True	413	1511	379	True	False	False	False
thistle_panel_b_single_3_copy_3_b	True	269	771	173	True	True	False	False
thistle_panel_b_single_4	True	368	2248	352	True	False	False	False
thistle_panel_b_single_4_copy_4	True	368	1804	352	True	False	False	False
thistle_panel_b_single_6_copy_3	True	284	1042	208	True	False	False	False
Thistle_Shawl_Chart_Panel_B_Pattern_1_to_2_Transit	True	91	1135	95	True	False	False	False
thistle_test	True	38	57	35	True	False	False	False
Thorny	True	30	48	30	True	False	False	False
Three-row_lace	True	26	26	26	True	False	False	False
Three_plus	True	22	24	22	True	False	False	False
Three_pointed_leaf	True	71	115	71	True	False	False	False
Three_row_mesh	True	16	16	16	True	False	False	False
Three_stitch_twist_1	True	22	28	22	True	False	False	False
Three_stitch_twist_2	True	19	25	19	True	False	False	False
Three_way_rib	True	12	12	12	True	False	False	True
Thrifted_Raglan-Yoke_Sweater	True	89	160	81	True	False	False	False
Thrummed_Top_Down_Mittens_for_Toddlers	True	45	92	45	True	False	False	False
Thumb_gusset_increase_shape_for_planning_cables	True	88	164	82	True	False	False	False
Thumb_Gusset_test_for_mittens	True	40	278	32	True	False	False	True
Thunderbird_Blanket	True	195	826	172	True	False	False	False
Thurmtour	True	64	64	32	True	False	False	False
thuya	True	3	3	3	True	False	False	True
Thyme	True	231	288	227	True	False	False	False
Thysania	True	79	100	79	True	False	False	False
Tiara	True	145	227	145	True	False	False	False
Tiddley	True	48	48	48	True	False	False	False
Tideline	True	41	41	41	True	False	False	False
Tideline_2	True	54	79	54	True	False	False	False
Tideline_3	True	21	21	21	True	False	False	True
Tidepool	True	67	77	67	True	False	False	False
Tied_ropes	True	71	83	71	True	False	False	False
Tiger_Eye_Inspired_Leafy_Lace	True	323	587	245	True	False	False	False
Tight_arches	True	202	266	154	True	False	False	False
Tight_twist_2	True	32	40	32	True	False	False	False
Tile	True	10	10	10	True	False	False	True
tiled_candle_flames_or_leaves	True	60	96	60	True	False	False	False
Tile_2	True	7	7	7	True	True	False	True
Tile_Stitch	True	10	10	10	True	False	False	False
Tilted_Block	True	227	1120	212	True	False	False	False
Tilted_blocks_and_abstract_(imperial)	True	632	2040	594	True	False	False	False
Tilted_blocks_and_abstract_wknits_and_purls_(copy	True	727	2552	651	True	False	False	False
Tilted_blocks_lace	True	11	13	11	True	False	False	False
Tilted_Block_2	True	29	56	29	True	False	False	False
Tilted_Cube_Cowl	True	373	1818	357	True	False	False	False
Tilted_Leaves	True	59	59	59	True	False	False	False
Tilted_Squares	True	154	166	154	True	False	False	False
Tilting_Block_Pattern	True	14	14	14	True	False	False	False
Tilting_Tardis	True	57	66	57	True	False	False	False
time_diamonds	True	121	145	121	True	False	False	False
Time_edging	True	52	67	52	True	False	False	False
time_version_1	True	81	107	81	True	False	False	False
time_version_2	True	94	120	94	True	False	False	False
Tina_1	True	82	566	67	True	False	False	False
Tina_2	True	70	876	62	True	False	False	False
Tiniest_Leaf	True	28	28	26	True	False	False	False
Tiny_Bottom-up_Point_Edging	True	23	26	23	True	False	False	False
tiny_cddp-free_parachutes	True	31	31	31	True	False	False	False
Tiny_cherries	True	73	80	71	True	False	False	False
Tiny_chevron	True	7	33	7	True	True	False	False
Tiny_Edging	True	17	27	17	True	False	False	False
Tiny_Elephant	True	55	76	51	True	False	False	False
Tiny_Hanging_Leaves_Lace	True	28	28	28	True	False	False	False
Tiny_Star_Lace	True	12	44	12	True	False	False	True
Tisket_Tasket_Chart	True	119	226	93	True	False	False	False
tjum	True	95	121	95	True	True	False	False
TK19	True	136	196	136	True	False	False	False
toalha_de_mesa	True	2	20	2	True	False	False	True
Toddler_Cuff	True	102	168	28	True	False	False	False
Toddler_raglan_cardigan_v-neck	True	44	106	30	True	True	False	True
Toe-up_4_star_toe_Ctr_Dbl_Inc_(half_toe)	True	38	117	35	True	False	False	True
toe	True	31	44	31	True	False	False	False
ToeUpHeel	True	5	95	5	True	False	False	True
Toe_56_stitches	True	25	361	25	True	False	False	False
Toe_60_stitches	True	27	417	27	True	False	False	False
Toe_64_stitches	True	29	477	29	True	False	False	False
Toe_experiment_1	True	42	208	41	True	False	False	False
Toe_experiment_2	True	42	120	40	True	False	False	False
Toe_experiment_3	True	50	112	48	True	False	False	False
toe_half_1	True	69	92	69	True	False	False	False
Toe_test	True	66	235	66	True	False	False	True
Toe_test_(M1L)	True	66	235	66	True	False	False	True
TOE_UP,_rounded,_lifted_increases	True	86	269	82	True	False	False	False
toe_up_conversion_1_toe_chart	True	148	284	148	True	False	False	False
Toe_up_socks,_round_toe	True	41	353	41	True	False	False	True
Toe_up_Spitze_STS48	True	36	253	64	True	True	False	False
Tofino_Waves	True	383	860	372	True	False	False	False
togetherness	False	6	6	6	True	False	False	False
togetherness_2	False	6	6	6	True	False	False	False
Toledo_Lace	True	18	18	18	True	False	False	False
Tonttuhattu_18_kavennuksista	True	39	58	39	True	False	False	False
Top	False	2	216	2	True	False	False	True
toph	True	71	709	71	True	False	False	True
Topher_Colin	True	65	77	65	True	False	False	False
Topiary_1	True	34	34	34	True	False	False	False
Topiary_2	True	49	49	49	True	False	False	False
Topsails	True	253	616	200	True	False	False	False
Top_2	False	2	216	2	True	False	False	True
Top_3	True	2	432	2	True	False	False	True
Top_down_conti-rag_with_cables	True	9	134	9	True	False	False	False
Top_down_Feather_Edging	True	9	9	9	True	False	False	False
top_down_leaf_panel	True	46	46	46	True	False	False	False
Top_down_raglan	True	42	224	34	True	True	False	False
Top_down_raglan_with_twists_on_edges	True	22	43	22	True	True	False	False
Top_down_three_wedge_crescent_increases	True	112	386	68	True	True	False	True
Top_hat	True	16	16	16	True	False	False	True
Top_Leaf	True	297	397	223	True	False	False	False
top_section	True	51	175	51	True	False	False	False
Torchon_Edge	True	22	57	20	True	False	False	False
Torkkunen	True	13	152	13	True	False	False	False
Tornikiri	True	36	36	36	True	False	False	False
Tortoise_3	True	87	217	87	True	True	False	False
Tortoise_Insertion	True	284	620	216	True	False	False	False
Tortoise_stitch	True	41	41	41	True	False	False	False
Totem	True	72	127	72	True	False	False	False
Totem_Pole_Lace_Stitch	True	58	58	58	True	True	False	False
Towel_Piece_1	True	6	6	6	True	False	False	False
Tower_Lace_Stitch	True	19	23	19	True	False	False	False
tower_section_with_window	True	52	179	52	True	False	False	False
To_Zola_with_Love,_Chart_B	True	150	150	150	True	False	False	False
To_Zola_with_Love,_Chart_C	True	46	90	46	True	False	False	False
To_Zola_with_Love,_Chart_C_2	True	46	90	46	True	False	False	False
to_zola_with_love_-_setting_up_extra_repeats	True	351	531	332	True	False	False	False
TPK_1	True	34	34	34	True	False	False	False
TPK_2	True	50	50	50	True	True	False	True
TPK_3	True	98	98	98	True	False	False	False
TPK_4	True	24	28	24	True	False	False	False
TPK_5	True	22	22	22	True	False	False	True
TPK_6	True	13	16	13	True	False	False	False
TP_1	True	11	11	11	True	False	False	False
TP_2	True	16	16	16	True	True	False	False
TP_3	True	15	15	15	True	True	False	False
TP_4	True	15	15	15	True	False	False	True
TR-Shawl_Kit_SEA	True	76	185	62	True	False	False	False
Tracery	True	35	35	35	True	False	False	False
Tracery_Pattern	True	39	55	39	True	False	False	False
Track_of_the_Turtle_from_BGW	True	41	48	41	True	False	False	False
Trailing_Leaves	True	87	87	87	True	False	False	False
Trailing_Leaves_Chart_1	True	383	383	283	True	False	False	False
Trailing_Leaves_Chart_2	True	908	908	688	True	False	False	False
Trailing_Leaves_Chart_3	True	751	751	551	True	False	False	False
Trailing_Leaves_Scarf	True	125	153	123	True	False	False	False
Trailing_Leaves_Shawl	True	96	270	96	True	False	False	False
train_tracks	True	6	6	6	True	True	False	True
Transition,_part_A	True	25	25	25	True	False	False	False
Transition,_part_B	True	41	41	41	True	False	False	False
Transition	True	9	9	9	True	False	False	True
transition_wave	True	70	70	70	True	False	False	False
Transverse_Herringbone	False	15	20	15	True	False	False	False
Transverse_Herringbone_-_3_slipped_stitches	True	20	30	20	True	False	False	False
transverse_herringbone_lace	True	90	112	90	True	False	False	False
Trapeze	True	38	42	38	True	False	False	False
Trapezoids	True	45	45	45	True	False	False	False
Traveling_Leaf_Pattern,_v2	True	64	64	64	True	False	False	False
Traveling_Leaf_Pattern	True	21	27	21	True	False	False	False
Traveling_Leaf_Stitch	False	52	56	52	True	False	False	False
Traveling_Leaf_Stitch_variant	False	52	56	52	True	False	False	False
traveling_ribbed_eyelet	True	27	40	27	True	False	False	False
Traveling_Ribs_for_2-1_ribbing	True	37	37	37	True	False	False	False
Traveling_Ribs_for_2-2_ribbing	True	56	57	56	True	False	False	False
Traveling_Vine,_v2	True	76	76	76	True	False	False	False
Traveling_Vine	True	69	102	69	True	False	False	False
Traveling_Vine_(copy)	True	77	77	77	True	False	False	False
traveling_vine_(doubling)	True	69	102	69	True	False	False	False
Traveling_Vine_2	True	128	128	128	True	False	False	False
Traveller_1	True	10	10	10	True	False	False	False
Traveller_2	True	16	32	16	True	False	False	False
Traveller_3	True	18	18	18	True	False	False	False
Travelling_cable_pentagons	True	65	85	65	True	False	False	False
travelling_holes_scarf	True	27	35	19	True	False	False	False
travelling_leaf_stitch	False	52	56	52	True	False	False	False
travelling_leaf_stitch_(modified)	False	52	56	52	True	False	False	False
Travelling_Rope	True	18	135	22	True	False	False	False
Travelling_ropes	True	71	237	71	True	False	False	False
Travelling_Vine	True	112	199	112	True	False	False	False
Travelling_Vine_2	True	76	100	76	True	False	False	False
Travelling_Vine_shaping_for_v-neck_(in_progress)	True	435	830	136	True	False	False	False
Travel_Vine_Leaf	True	52	52	52	True	False	False	False
Treasure_Piece_Doily_Pattern_#3-52	True	4	11	4	True	False	False	True
Treble_Diamond_Edging	True	44	57	44	True	False	False	False
Treble_Diamond_Edging_2	True	46	57	44	True	False	False	False
Tree	True	23	26	23	True	False	False	False
Trees	True	38	178	38	True	False	False	False
Trees_and_Diamonds	True	405	658	325	True	False	False	False
Trees_and_Roots_Hat	True	340	2004	442	True	False	False	False
Tree_of_Life	True	11	150	11	True	False	False	True
Tree_of_life_2	True	80	242	78	True	False	False	True
Trefoil	True	97	121	97	True	False	False	False
Trefoil_corner_for_rose_leaf_lace_-_DRAFT	True	83	105	79	True	False	False	False
Trellis-Framed_Leaf_Pattern	True	109	123	107	True	False	False	False
Trellis_1	True	18	18	18	True	False	False	False
Trellis_2	True	35	35	35	True	False	False	False
Trellis_3	True	38	38	38	True	False	False	False
Trellis_4	True	17	17	17	True	False	False	False
Trellis_and_4-Stitch_Cable_Scarf	True	279	711	255	True	False	False	False
Trellis_and_Pear	False	199	235	191	True	False	False	False
Trellis_and_Pear_with_more_trellis	False	199	235	191	True	False	False	False
Trellis_Cables_In_the_Round	True	77	123	76	True	False	False	False
trellis_faggoting	True	9	11	9	True	False	False	False
Trellis_Grapevine	True	72	94	72	True	False	False	False
Trellis_Lace,_in_the_round	True	17	17	17	True	False	False	False
Trellis_Lace,_v2	True	51	57	51	True	False	False	False
Trellis_Lace	True	94	211	94	True	False	False	False
Trellis_Lace_(mirror_image)	True	51	57	51	True	False	False	False
Trellis_Lace_2	True	51	57	51	True	False	False	False
Trellis_Lace_Rib_(Circular)	False	6	6	6	True	False	False	False
Trellis_Lace_Rib_(Flat)	True	10	10	10	True	False	False	False
Trellis_lace_with_right_lean_and_bunny_ears_back	True	51	53	51	True	False	False	False
Trellis_Shell	True	99	131	99	True	False	False	False
Trellis_Stitch	True	16	16	16	True	False	False	True
trenza	True	169	898	168	True	True	False	False
Trenza_2	True	73	82	48	True	False	False	False
Triad_stripes	True	8	8	8	True	True	False	True
Trial	False	10	10	10	True	False	False	True
trial1	True	391	912	355	True	False	False	True
Trial_1	True	12	168	12	True	False	False	True
Trial_1_(copy)	True	24	348	24	True	False	False	True
Trial_1_(copy)_(copy)	True	72	1188	72	True	False	False	True
Trial_2	True	35	58	34	True	False	False	False
Trial_3	True	11	84	11	True	False	False	False
TRial_IV	True	39	39	39	True	True	False	False
Trianges	True	82	323	82	True	False	False	False
triange_scarf_1	True	13	15	13	True	False	False	False
triange_scarf_2	True	8	9	8	True	False	False	False
Triangle	True	76	1499	76	True	False	False	False
Triangles_2	True	36	91	36	True	False	False	False
Triangles_3	True	75	82	75	True	False	False	False
Triangles_and_Stripes	True	13	15	13	True	False	False	False
Triangle_2	True	10	82	8	True	True	False	False
Triangle_3	True	36	36	36	True	False	False	True
Triangle_4	True	31	31	31	True	False	False	True
Triangle_5	True	16	16	16	True	False	False	True
triangle_cable_lace	True	29	50	23	True	False	False	False
triangle_for_banner	True	93	93	93	True	False	False	False
triangle_lace	True	41	71	43	True	False	False	False
triangle_lace_2	True	28	47	28	True	False	False	False
Triangle_Lace_Muster	True	39	39	39	True	False	False	False
Triangle_Lace_Muster_Verzopft_2	True	48	48	48	True	False	False	False
Triangle_Scarf	True	8	10	8	True	False	False	False
triangle_scarf_3	True	61	143	61	True	True	False	False
Triangle_scarf_4	True	12	13	12	True	False	False	False
Triangle_scarf_bars_1_0	True	25	43	25	True	False	False	False
Triangle_scarf_bars_2_0	True	99	164	99	True	False	False	False
Triangle_scarf_bars_3_0	True	109	154	109	True	False	False	False
Triangle_shawl_fragment	True	57	59	57	True	False	False	False
